Model_ID,Cell_line_Name,COSMIC_ID,TCGA_Classfication,Tissue,Tissue_subtype
SIDM01101,SK-N-AS,724828,NB,nervous_system,neuroblastoma
SIDM01102,WIL2-NS,1331049,UNCLASSIFIED,blood,lymphoid_neoplasm_other
SIDM01103,SK-MES-1,909728,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
SIDM01104,SK-MEL-31,909727,SKCM,skin,melanoma
SIDM01105,SK-MEL-3,909724,SKCM,skin,melanoma
SIDM01106,SK-MEL-24,909725,SKCM,skin,melanoma
SIDM01107,SK-MEL-1,909723,SKCM,skin,melanoma
SIDM01108,SK-LU-1,909721,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM01109,SK-LMS-1,909720,UNCLASSIFIED,soft_tissue,soft_tissue_other
SIDM01110,SK-HEP-1,909719,LIHC,digestive_system,liver
SIDM01111,SK-ES-1,684072,UNCLASSIFIED,bone,ewings_sarcoma
SIDM01112,SJSA-1,909717,UNCLASSIFIED,bone,bone_other
SIDM01113,SK-UT-1,909732,UNCLASSIFIED,soft_tissue,soft_tissue_other
SIDM01114,PWR-1E,1330993,PRAD,urogenital_system,prostate
SIDM01116,NCI-H810,925341,UNCLASSIFIED,lung,lung_NSCLC_large_cell
SIDM01117,NCI-H748,909194,SCLC,lung,lung_small_cell_carcinoma
SIDM01119,NCI-H727,724855,UNCLASSIFIED,lung,lung_NSCLC_carcinoid
SIDM01120,NCI-H720,687600,UNCLASSIFIED,lung,lung_NSCLC_carcinoid
SIDM01121,NCI-H69,688027,SCLC,lung,lung_small_cell_carcinoma
SIDM01122,NCI-H661,687829,UNCLASSIFIED,lung,lung_NSCLC_large_cell
SIDM01124,NCI-H650,722066,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM01125,NCI-H647,1240191,UNCLASSIFIED,lung,lung_NSCLC_not_specified
SIDM01126,NCI-H64,688026,SCLC,lung,lung_small_cell_carcinoma
SIDM01127,NCI-H596,908459,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma
SIDM01128,NCI-H526,688025,SCLC,lung,lung_small_cell_carcinoma
SIDM01129,NCI-H524,908483,SCLC,lung,lung_small_cell_carcinoma
SIDM01130,NCI-H520,908443,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
SIDM01131,NCI-H82,688031,SCLC,lung,lung_small_cell_carcinoma
SIDM01132,PFSK-1,683667,MB,nervous_system,medulloblastoma
SIDM01133,NCI-H835,753607,UNCLASSIFIED,lung,lung_NSCLC_carcinoid
SIDM01134,NCI-H841,1240192,SCLC,lung,lung_small_cell_carcinoma
SIDM01135,PANC-10-05,925348,PAAD,pancreas,pancreas
SIDM01136,PANC-08-13,925347,PAAD,pancreas,pancreas
SIDM01137,PANC-04-03,1298476,PAAD,pancreas,pancreas
SIDM01138,PANC-03-27,925346,PAAD,pancreas,pancreas
SIDM01139,PANC-02-03,1298475,PAAD,pancreas,pancreas
SIDM01140,PA-1,909255,UNCLASSIFIED,urogenital_system,ovary
SIDM01141,OV-90,1240197,OV,urogenital_system,ovary
SIDM01144,SNU-5,908445,STAD,digestive_system,stomach
SIDM01146,SNU-1,908444,STAD,digestive_system,stomach
SIDM01147,NCI-N87,908461,STAD,digestive_system,stomach
SIDM01148,NCI-H929,724825,MM,blood,myeloma
SIDM01149,NCI-H847,1240193,SCLC,lung,lung_small_cell_carcinoma
SIDM01150,NCI-H838,910399,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM01154,SUP-T1,909743,ALL,blood,lymphoblastic_T_cell_leukaemia
SIDM01155,SW1088,909745,GBM,nervous_system,glioma
SIDM01157,SW954,924247,UNCLASSIFIED,urogenital_system,urogenital_system_other
SIDM01159,SW872,909756,UNCLASSIFIED,soft_tissue,soft_tissue_other
SIDM01160,SW780,687457,BLCA,urogenital_system,bladder
SIDM01161,SW982,909759,UNCLASSIFIED,soft_tissue,soft_tissue_other
SIDM01163,SW1573,724878,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM01164,SW1783,909750,LGG,nervous_system,glioma
SIDM01165,SW1990,910907,PAAD,pancreas,pancreas
SIDM01168,SW626,909753,OV,urogenital_system,ovary
SIDM01169,TOV-21G,1240222,OV,urogenital_system,ovary
SIDM01170,TOV-112D,1299070,OV,urogenital_system,ovary
SIDM01171,T98G,687586,GBM,nervous_system,glioma
SIDM01172,THP-1,909771,LAML,blood,acute_myeloid_leukaemia
SIDM01173,TE-441-T,924248,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma
SIDM01174,SW756,724839,CESC,urogenital_system,cervix
SIDM01175,SW684,909754,UNCLASSIFIED,soft_tissue,fibrosarcoma
SIDM01176,SUP-B15,1247871,ALL,blood,lymphoblastic_leukemia
SIDM01177,SUP-B8,910209,UNCLASSIFIED,blood,B_cell_leukemia
SIDM01178,SW962,909758,UNCLASSIFIED,urogenital_system,urogenital_system_other
SIDM01179,VA-ES-BJ,688121,UNCLASSIFIED,soft_tissue,soft_tissue_other
SIDM01180,SNU-387,909736,LIHC,digestive_system,liver
SIDM01181,SNU-398,1240217,LIHC,digestive_system,liver
SIDM01182,UM-UC-3,724838,BLCA,urogenital_system,bladder
SIDM01183,UMC-11,909779,UNCLASSIFIED,lung,lung_NSCLC_carcinoid
SIDM01186,UACC-893,909778,BRCA,breast,breast
SIDM01187,UACC-812,910910,BRCA,breast,breast
SIDM01188,SU8686,1240218,PAAD,pancreas,pancreas
SIDM01189,U-87-MG,687590,GBM,nervous_system,glioma
SIDM01190,TCCSUP,687459,BLCA,urogenital_system,bladder
SIDM01191,U-2-OS,909776,UNCLASSIFIED,bone,osteosarcoma
SIDM01193,U-118-MG,687588,GBM,nervous_system,glioma
SIDM01194,SNU-449,909738,LIHC,digestive_system,liver
SIDM01197,SNU-C1,910905,COREAD,digestive_system,large_intestine
SIDM01198,ST486,910906,UNCLASSIFIED,blood,Burkitt_lymphoma
SIDM01199,SNU-423,909737,LIHC,digestive_system,liver
SIDM01205,TUR,909773,DLBC,blood,B_cell_lymphoma
SIDM01206,IMR-5,907170,NB,nervous_system,neuroblastoma
SIDM01210,KNS-81-FD,924188,LGG,nervous_system,glioma
SIDM01218,JEG-3,907176,UNCLASSIFIED,urogenital_system,urogenital_system_other
SIDM01220,LNZTA3WT4,1240170,GBM,nervous_system,glioma
SIDM01228,CHL-1,910853,SKCM,skin,melanoma
SIDM01229,BE2-M17,753616,NB,nervous_system,neuroblastoma
SIDM01233,C2BBe1,910700,COREAD,digestive_system,large_intestine
SIDM01237,C3A,910850,LIHC,digestive_system,liver
SIDM01240,451Lu,1287706,SKCM,skin,melanoma
SIDM01242,MMAc-SF,925339,SKCM,skin,melanoma
SIDM01245,BE-13,906763,ALL,blood,lymphoblastic_leukemia
SIDM01247,Ramos-2G6-4C10,910401,UNCLASSIFIED,blood,Burkitt_lymphoma
SIDM01248,CGTH-W-1,910568,THCA,thyroid,thyroid
SIDM01251,H9,907043,UNCLASSIFIED,blood,lymphoid_neoplasm_other
SIDM01259,GR-ST,906877,ALL,blood,lymphoblastic_leukemia
SIDM01265,MM1S,1659818,MM,blood,myeloma
